CustomerID,LastPurchaseDate,Frequency,MonetaryValue,Recency,R_Quartile,R_Score,F_Quartile,F_Score,M_Quartile,M_Score,RFM_Score_Concat,Segment
17732,2010-12-02 09:29:00,1,303.97,373,4,1,2,2,1,1,121,Hibernating/Lost
17070,2011-08-17 17:01:00,1,304.24,115,3,2,1,1,1,1,211,Hibernating/Lost
16674,2011-10-16 11:31:00,2,304.24,55,3,2,2,2,2,2,222,At Risk
18185,2011-04-04 13:42:00,1,304.25,250,4,1,2,2,2,2,122,At Risk
16217,2011-04-18 13:31:00,2,304.25,236,4,1,3,3,2,2,132,At Risk
15163,2011-11-21 13:10:00,2,304.47,19,2,3,2,2,2,2,322,Promising
17941,2011-08-01 08:30:00,1,304.56,131,3,2,1,1,2,2,212,Hibernating/Lost
13045,2011-09-01 15:04:00,1,305.28,100,3,2,1,1,2,2,212,Hibernating/Lost
18220,2011-04-27 09:03:00,1,305.28,227,4,1,1,1,2,2,112,Hibernating/Lost
16181,2011-09-27 13:38:00,1,305.54,74,3,2,1,1,2,2,212,Hibernating/Lost
16796,2011-09-11 14:01:00,1,305.62,90,3,2,1,1,2,2,212,Hibernating/Lost
15219,2011-06-16 16:57:00,1,305.75,177,4,1,1,1,2,2,112,Hibernating/Lost
13863,2011-04-06 10:20:00,1,305.78,248,4,1,1,1,2,2,112,Hibernating/Lost
17176,2011-05-22 12:41:00,1,306.13,202,4,1,1,1,2,2,112,Hibernating/Lost
15659,2011-10-27 09:23:00,1,306.45,44,2,3,1,1,2,2,312,Promising
18059,2011-11-16 16:49:00,3,306.46,24,2,3,3,3,2,2,332,Need Attention
13718,2011-04-07 13:24:00,2,306.55,247,4,1,3,3,2,2,132,At Risk
16668,2011-11-24 17:43:00,6,306.71999999999997,16,1,4,4,4,2,2,442,Potential Loyalists
13762,2011-05-05 09:15:00,1,306.72,219,4,1,1,1,2,2,112,Hibernating/Lost
15087,2011-03-03 10:34:00,1,306.93999999999994,282,4,1,2,2,2,2,122,At Risk
17334,2011-02-10 14:59:00,2,307.02,303,4,1,3,3,2,2,132,At Risk
13142,2011-11-20 16:07:00,1,307.09,20,2,3,1,1,2,2,312,Promising
13932,2011-02-18 12:02:00,1,307.4,295,4,1,2,2,2,2,122,At Risk
17120,2011-04-20 15:21:00,1,307.46000000000004,234,4,1,1,1,2,2,112,Hibernating/Lost
14915,2011-09-09 13:34:00,2,307.48,92,3,2,2,2,2,2,222,At Risk
14716,2011-10-27 17:29:00,2,307.51,44,2,3,2,2,2,2,322,Promising
13060,2011-03-31 11:37:00,1,307.53000000000003,254,4,1,2,2,2,2,122,At Risk
13395,2011-06-07 15:04:00,1,307.72,186,4,1,1,1,2,2,112,Hibernating/Lost
13529,2011-09-22 09:15:00,2,307.76,79,3,2,2,2,2,2,222,At Risk
16123,2011-10-19 09:18:00,1,307.78,52,3,2,1,1,2,2,212,Hibernating/Lost
15973,2010-12-08 11:42:00,1,307.82,367,4,1,2,2,2,2,122,At Risk
13466,2011-06-08 16:39:00,1,307.9,185,4,1,1,1,2,2,112,Hibernating/Lost
17510,2011-11-15 10:00:00,1,308.48,25,2,3,1,1,2,2,312,Promising
13699,2011-07-07 16:51:00,1,308.58000000000004,156,4,1,1,1,2,2,112,Hibernating/Lost
16956,2011-11-22 08:56:00,1,308.73999999999995,18,1,4,1,1,2,2,412,Promising
15010,2011-11-04 12:42:00,1,308.94,36,2,3,1,1,2,2,312,Promising
13787,2011-09-25 12:06:00,2,309.04,76,3,2,2,2,2,2,222,At Risk
12884,2011-09-12 13:10:00,1,309.05,89,3,2,1,1,2,2,212,Hibernating/Lost
17604,2011-05-06 13:43:00,2,309.36,218,4,1,3,3,2,2,132,At Risk
14847,2011-07-14 10:52:00,1,309.40000000000003,149,4,1,1,1,2,2,112,Hibernating/Lost
14339,2011-04-11 11:06:00,1,309.52000000000004,243,4,1,1,1,2,2,112,Hibernating/Lost
16810,2011-05-31 15:32:00,1,309.54,193,4,1,1,1,2,2,112,Hibernating/Lost
15699,2011-11-22 08:26:00,1,309.65000000000003,18,1,4,1,1,2,2,412,Promising
15661,2011-01-26 13:56:00,2,309.79999999999995,318,4,1,3,3,2,2,132,At Risk
14924,2011-04-08 09:25:00,1,310.05,246,4,1,1,1,2,2,112,Hibernating/Lost
17912,2011-02-02 14:25:00,5,310.06,311,4,1,4,4,2,2,142,At Risk
14311,2011-04-11 10:14:00,1,310.26,243,4,1,1,1,2,2,112,Hibernating/Lost
15308,2011-03-10 13:08:00,1,310.46999999999997,275,4,1,2,2,2,2,122,At Risk
15185,2011-09-30 14:06:00,1,310.62,71,3,2,1,1,2,2,212,Hibernating/Lost
13897,2011-10-20 14:30:00,1,311.15999999999997,51,2,3,1,1,2,2,312,Promising
16781,2010-12-02 14:26:00,1,311.25,373,4,1,2,2,2,2,122,At Risk
17854,2011-06-07 16:21:00,2,311.26,186,4,1,3,3,2,2,132,At Risk
13990,2011-05-10 15:19:00,1,311.3,214,4,1,1,1,2,2,112,Hibernating/Lost
12852,2011-02-18 08:47:00,1,311.54999999999995,295,4,1,2,2,2,2,122,At Risk
14327,2011-06-29 13:58:00,1,311.65,164,4,1,1,1,2,2,112,Hibernating/Lost
14951,2011-09-21 15:15:00,1,311.69,80,3,2,1,1,2,2,212,Hibernating/Lost
15326,2011-01-10 11:38:00,1,311.71000000000004,334,4,1,2,2,2,2,122,At Risk
14142,2010-12-01 16:33:00,1,311.81,374,4,1,2,2,2,2,122,At Risk
16450,2011-07-13 11:47:00,1,311.92,150,4,1,1,1,2,2,112,Hibernating/Lost
17362,2011-04-14 14:43:00,2,312.23,240,4,1,3,3,2,2,132,At Risk
13642,2011-05-08 12:34:00,1,312.28,216,4,1,1,1,2,2,112,Hibernating/Lost
12834,2011-03-02 09:49:00,1,312.38,283,4,1,2,2,2,2,122,At Risk
14555,2011-10-13 16:24:00,2,312.54,58,3,2,2,2,2,2,222,At Risk
15318,2011-12-06 11:30:00,1,312.62,4,1,4,1,1,2,2,412,Promising
13845,2011-10-06 08:25:00,1,312.98,65,3,2,1,1,2,2,212,Hibernating/Lost
14729,2010-12-01 12:43:00,1,313.49,374,4,1,2,2,2,2,122,At Risk
14932,2010-12-09 11:48:00,1,313.53,366,4,1,2,2,2,2,122,At Risk
16582,2011-08-18 17:02:00,1,313.61999999999995,114,3,2,1,1,2,2,212,Hibernating/Lost
13484,2011-04-12 16:30:00,1,313.8,242,4,1,1,1,2,2,112,Hibernating/Lost
12532,2011-11-09 13:47:00,1,313.83000000000004,31,2,3,1,1,2,2,312,Promising
15970,2011-02-09 12:08:00,1,314.1,304,4,1,2,2,2,2,122,At Risk
16227,2011-04-28 13:33:00,1,314.22,226,4,1,1,1,2,2,112,Hibernating/Lost
18117,2011-11-14 12:47:00,1,314.40000000000003,26,2,3,1,1,2,2,312,Promising
16193,2011-04-17 11:45:00,1,314.45,237,4,1,1,1,2,2,112,Hibernating/Lost
17237,2011-11-28 15:02:00,2,314.68999999999994,12,1,4,2,2,2,2,422,Potential Loyalists
16091,2011-07-08 08:45:00,2,315.06,155,4,1,2,2,2,2,122,At Risk
15766,2011-10-06 17:03:00,1,315.06000000000006,65,3,2,1,1,2,2,212,Hibernating/Lost
12614,2011-03-07 10:22:00,1,315.6,278,4,1,2,2,2,2,122,At Risk
16473,2011-06-28 09:10:00,3,316.11,165,4,1,3,3,2,2,132,At Risk
15872,2011-11-25 11:55:00,2,316.25,15,1,4,2,2,2,2,422,Potential Loyalists
14479,2011-03-31 09:07:00,2,316.25,254,4,1,3,3,2,2,132,At Risk
13494,2011-02-01 11:58:00,1,316.26,312,4,1,2,2,2,2,122,At Risk
17458,2011-11-24 13:01:00,1,316.5,16,1,4,1,1,2,2,412,Promising
15204,2010-12-17 13:49:00,1,316.58,358,4,1,2,2,2,2,122,At Risk
16761,2011-09-04 11:15:00,1,316.62,97,3,2,1,1,2,2,212,Hibernating/Lost
15243,2011-09-26 14:12:00,1,316.67999999999995,75,3,2,1,1,2,2,212,Hibernating/Lost
12544,2011-11-03 16:15:00,1,316.70000000000005,37,2,3,1,1,2,2,312,Promising
15385,2011-10-30 15:11:00,1,316.88,41,2,3,1,1,2,2,312,Promising
15257,2011-03-01 12:58:00,1,317.15,284,4,1,2,2,2,2,122,At Risk
17267,2011-08-04 17:22:00,2,317.20000000000005,128,3,2,2,2,2,2,222,At Risk
15101,2011-12-01 10:18:00,2,317.53,9,1,4,2,2,2,2,422,Potential Loyalists
17172,2011-09-22 09:36:00,1,317.76,79,3,2,1,1,2,2,212,Hibernating/Lost
12552,2011-10-31 12:11:00,1,317.82,40,2,3,1,1,2,2,312,Promising
18066,2011-09-25 15:30:00,1,318.0,76,3,2,1,1,2,2,212,Hibernating/Lost
17839,2011-10-28 17:27:00,1,318.15,43,2,3,1,1,2,2,312,Promising
14703,2011-11-25 09:23:00,1,318.1700000000001,15,1,4,1,1,2,2,412,Promising
12795,2011-11-21 10:27:00,1,318.48,19,2,3,1,1,2,2,312,Promising
17248,2011-08-11 13:34:00,1,318.6500000000001,121,3,2,1,1,2,2,212,Hibernating/Lost
17229,2011-09-04 13:56:00,2,318.76,97,3,2,2,2,2,2,222,At Risk
17157,2011-12-02 09:10:00,2,319.0,8,1,4,2,2,2,2,422,Potential Loyalists
16967,2011-06-03 14:24:00,1,319.02,190,4,1,1,1,2,2,112,Hibernating/Lost
15107,2011-02-01 14:46:00,6,319.5,312,4,1,4,4,2,2,142,At Risk
13986,2011-11-22 15:00:00,1,320.46000000000004,18,1,4,1,1,2,2,412,Promising
14622,2011-06-08 12:42:00,1,320.58000000000004,185,4,1,1,1,2,2,112,Hibernating/Lost
16096,2011-03-20 13:38:00,1,320.62,265,4,1,2,2,2,2,122,At Risk
12365,2011-02-21 13:51:00,1,320.69,292,4,1,2,2,2,2,122,At Risk
15236,2011-02-14 10:52:00,1,321.04999999999995,299,4,1,2,2,2,2,122,At Risk
14823,2011-06-12 13:12:00,3,321.43,181,4,1,3,3,2,2,132,At Risk
17976,2010-12-02 13:49:00,1,321.78999999999996,373,4,1,2,2,2,2,122,At Risk
14484,2011-10-20 14:11:00,1,321.91999999999996,51,2,3,1,1,2,2,312,Promising
14424,2011-11-22 11:48:00,1,322.08,18,2,3,1,1,2,2,312,Promising
15224,2010-12-16 15:02:00,2,322.08,359,4,1,3,3,2,2,132,At Risk
16342,2011-09-25 14:36:00,4,322.40999999999997,76,3,2,3,3,2,2,232,At Risk
16627,2011-09-21 14:38:00,1,322.8,80,3,2,1,1,2,2,212,Hibernating/Lost
13955,2011-07-08 17:19:00,2,322.96000000000004,155,4,1,2,2,2,2,122,At Risk
16739,2011-06-16 09:17:00,1,323.00000000000006,177,4,1,1,1,2,2,112,Hibernating/Lost
15921,2011-06-20 11:03:00,1,323.03000000000003,173,4,1,1,1,2,2,112,Hibernating/Lost
15675,2011-09-19 13:48:00,3,323.69,82,3,2,3,3,2,2,232,At Risk
13351,2011-10-04 12:55:00,1,323.94,67,3,2,1,1,2,2,212,Hibernating/Lost
18261,2011-10-27 15:36:00,2,324.24,44,2,3,2,2,2,2,322,Promising
16685,2011-10-09 13:58:00,2,324.24,62,3,2,2,2,2,2,222,At Risk
15597,2011-11-04 13:26:00,1,324.57,36,2,3,1,1,2,2,312,Promising
12373,2011-02-01 13:10:00,1,324.6,312,4,1,2,2,2,2,122,At Risk
13801,2011-10-04 10:15:00,1,324.79999999999995,67,3,2,1,1,2,2,212,Hibernating/Lost
15944,2011-03-08 10:33:00,1,325.09999999999997,277,4,1,2,2,2,2,122,At Risk
14850,2011-02-01 11:21:00,1,325.75,312,4,1,2,2,2,2,122,At Risk
16830,2011-11-01 11:35:00,1,325.90999999999997,39,2,3,1,1,2,2,312,Promising
12844,2011-11-10 13:31:00,2,325.96,30,2,3,2,2,2,2,322,Promising
15363,2010-12-02 12:28:00,1,326.0,373,4,1,2,2,2,2,122,At Risk
16071,2011-10-26 11:14:00,1,326.24,45,2,3,1,1,2,2,312,Promising
17715,2011-05-23 12:32:00,1,326.4,201,4,1,1,1,2,2,112,Hibernating/Lost
14987,2011-11-24 09:59:00,2,326.4,16,1,4,2,2,2,2,422,Potential Loyalists
16322,2011-12-08 15:41:00,2,326.75,2,1,4,2,2,2,2,422,Potential Loyalists
14870,2011-03-23 10:51:00,1,327.25,262,4,1,2,2,2,2,122,At Risk
16366,2011-11-21 08:19:00,1,327.29999999999995,19,2,3,1,1,2,2,312,Promising
15579,2011-10-02 12:45:00,2,327.6,69,3,2,2,2,2,2,222,At Risk
14024,2011-08-10 11:30:00,2,327.7,122,3,2,2,2,2,2,222,At Risk
15314,2011-05-24 14:39:00,1,327.96999999999997,200,4,1,1,1,2,2,112,Hibernating/Lost
16318,2011-11-04 13:05:00,1,328.15,36,2,3,1,1,2,2,312,Promising
14206,2011-04-14 16:38:00,1,328.16,240,4,1,1,1,2,2,112,Hibernating/Lost
14747,2011-04-04 14:09:00,1,328.20000000000005,250,4,1,2,2,2,2,122,At Risk
15213,2011-01-25 12:21:00,2,328.34999999999997,319,4,1,3,3,2,2,132,At Risk
16855,2011-11-16 12:03:00,2,328.4,24,2,3,2,2,2,2,322,Promising
16343,2011-11-23 17:45:00,2,328.58,17,1,4,2,2,2,2,422,Potential Loyalists
13372,2011-09-11 12:46:00,1,328.64,90,3,2,1,1,2,2,212,Hibernating/Lost
17222,2011-10-05 13:58:00,1,328.65000000000003,66,3,2,1,1,2,2,212,Hibernating/Lost
14012,2011-03-07 12:26:00,1,328.79999999999995,278,4,1,2,2,2,2,122,At Risk
13817,2011-11-10 17:49:00,2,328.98,30,2,3,2,2,2,2,322,Promising
15880,2010-12-05 13:00:00,1,329.03,370,4,1,2,2,2,2,122,At Risk
15153,2011-11-08 17:09:00,1,329.25,32,2,3,1,1,2,2,312,Promising
17154,2011-09-25 13:42:00,1,329.34000000000003,76,3,2,1,1,2,2,212,Hibernating/Lost
17914,2011-12-06 11:58:00,1,329.36000000000007,4,1,4,1,1,2,2,412,Promising
13239,2011-03-23 10:25:00,1,329.56,262,4,1,2,2,2,2,122,At Risk
17615,2011-08-01 14:06:00,3,329.6,131,3,2,3,3,2,2,232,At Risk
17866,2011-07-20 11:07:00,1,329.65000000000003,143,3,2,1,1,2,2,212,Hibernating/Lost
12953,2011-11-30 09:24:00,1,329.85,10,1,4,1,1,2,2,412,Promising
15714,2011-11-28 11:26:00,2,330.03,12,1,4,2,2,2,2,422,Potential Loyalists
16593,2011-10-20 12:41:00,3,330.03,51,2,3,3,3,2,2,332,Need Attention
15130,2011-06-23 10:15:00,1,330.10999999999996,170,4,1,1,1,2,2,112,Hibernating/Lost
14517,2011-11-06 14:20:00,2,330.45000000000005,34,2,3,2,2,2,2,322,Promising
12527,2011-09-19 11:55:00,3,330.71,82,3,2,3,3,2,2,232,At Risk
13706,2011-02-10 09:21:00,1,330.78999999999996,303,4,1,2,2,2,2,122,At Risk
17862,2011-01-20 12:23:00,1,330.9,324,4,1,2,2,2,2,122,At Risk
16478,2011-11-14 15:51:00,3,331.0,26,2,3,3,3,2,2,332,Need Attention
12891,2011-06-07 12:31:00,3,331.0,186,4,1,3,3,2,2,132,At Risk
15210,2011-04-28 16:11:00,1,331.18,226,4,1,1,1,2,2,112,Hibernating/Lost
16030,2011-02-03 11:28:00,1,331.24,310,4,1,2,2,2,2,122,At Risk
16274,2010-12-01 15:35:00,1,331.54999999999995,374,4,1,2,2,2,2,122,At Risk
16177,2011-10-20 12:57:00,1,331.95,51,2,3,1,1,2,2,312,Promising
16803,2011-10-05 14:28:00,1,332.3,66,3,2,1,1,2,2,212,Hibernating/Lost
16850,2011-01-10 11:09:00,1,332.40999999999997,334,4,1,2,2,2,2,122,At Risk
13904,2011-11-02 13:41:00,2,332.64,38,2,3,2,2,2,2,322,Promising
14902,2011-11-14 10:34:00,1,332.65999999999997,26,2,3,1,1,2,2,312,Promising
16625,2011-03-10 12:50:00,1,333.08,275,4,1,2,2,2,2,122,At Risk
13727,2011-11-11 09:46:00,2,333.48,29,2,3,2,2,2,2,322,Promising
13216,2011-03-17 12:18:00,1,333.74,268,4,1,2,2,2,2,122,At Risk
14264,2011-07-08 10:20:00,2,333.96999999999997,155,4,1,2,2,2,2,122,At Risk
15918,2011-06-02 11:42:00,2,334.23,191,4,1,3,3,2,2,132,At Risk
17221,2011-12-02 13:35:00,2,334.47999999999996,8,1,4,2,2,2,2,422,Potential Loyalists
15466,2011-09-15 14:08:00,1,334.5300000000001,86,3,2,1,1,2,2,212,Hibernating/Lost
14988,2011-05-12 12:05:00,1,334.54,212,4,1,1,1,2,2,112,Hibernating/Lost
12690,2011-05-18 09:09:00,1,335.01,206,4,1,1,1,2,2,112,Hibernating/Lost
17917,2011-10-25 13:20:00,3,335.03,46,2,3,3,3,2,2,332,Need Attention
16063,2011-03-24 14:56:00,1,335.31999999999994,261,4,1,2,2,2,2,122,At Risk
14196,2011-08-25 10:25:00,1,335.52,107,3,2,1,1,2,2,212,Hibernating/Lost
18276,2011-10-27 10:54:00,1,335.85999999999996,44,2,3,1,1,2,2,312,Promising
18078,2011-05-06 14:32:00,2,336.13,218,4,1,3,3,2,2,132,At Risk
15619,2011-11-29 08:14:00,1,336.4,11,1,4,1,1,2,2,412,Promising
17384,2011-11-20 15:48:00,2,336.4,20,2,3,2,2,2,2,322,Promising
16105,2011-04-05 10:13:00,1,336.96000000000004,249,4,1,2,2,2,2,122,At Risk
17973,2011-10-19 10:34:00,1,337.04,52,3,2,1,1,2,2,212,Hibernating/Lost
13569,2011-11-22 13:07:00,2,337.12,18,1,4,2,2,2,2,422,Potential Loyalists
15900,2011-11-16 12:19:00,1,337.28,24,2,3,1,1,2,2,312,Promising
13930,2011-10-13 09:45:00,2,337.34,58,3,2,2,2,2,2,222,At Risk
15942,2011-07-29 09:01:00,1,337.44,134,3,2,1,1,2,2,212,Hibernating/Lost
15652,2011-09-09 14:22:00,1,337.73999999999995,92,3,2,1,1,2,2,212,Hibernating/Lost
16183,2011-10-03 14:59:00,1,338.71000000000004,68,3,2,1,1,2,2,212,Hibernating/Lost
17697,2011-04-17 15:40:00,1,338.95000000000005,237,4,1,1,1,2,2,112,Hibernating/Lost
16545,2011-06-28 10:37:00,1,339.3,165,4,1,1,1,2,2,112,Hibernating/Lost
17045,2011-08-18 17:09:00,3,339.44,114,3,2,3,3,2,2,232,At Risk
13345,2011-02-25 09:01:00,1,339.5,288,4,1,2,2,2,2,122,At Risk
13737,2011-05-23 16:32:00,1,339.6,201,4,1,1,1,2,2,112,Hibernating/Lost
15115,2011-11-21 14:59:00,1,340.11,19,2,3,1,1,2,2,312,Promising
14491,2011-06-17 15:22:00,2,340.93,176,4,1,3,3,2,2,132,At Risk
16826,2011-10-19 14:05:00,1,341.69999999999993,52,3,2,1,1,2,2,212,Hibernating/Lost
17835,2011-12-07 11:48:00,3,342.24,3,1,4,3,3,2,2,432,Potential Loyalists
16851,2011-12-05 13:32:00,3,342.45,5,1,4,3,3,2,2,432,Potential Loyalists
17795,2011-06-13 12:36:00,2,342.83000000000004,180,4,1,3,3,2,2,132,At Risk
12875,2011-07-19 15:30:00,2,343.23,144,4,1,2,2,2,2,122,At Risk
18081,2011-11-03 16:30:00,3,343.45000000000005,37,2,3,3,3,2,2,332,Need Attention
15520,2011-12-08 10:58:00,1,343.5,2,1,4,1,1,2,2,412,Promising
15047,2011-03-15 10:49:00,1,343.62,270,4,1,2,2,2,2,122,At Risk
13068,2011-11-29 15:00:00,2,344.0,11,1,4,2,2,2,2,422,Potential Loyalists
17569,2011-01-11 14:15:00,1,344.14000000000004,333,4,1,2,2,2,2,122,At Risk
16978,2011-09-23 12:50:00,1,344.33000000000004,78,3,2,1,1,2,2,212,Hibernating/Lost
12792,2011-03-28 11:36:00,1,344.53999999999996,257,4,1,2,2,2,2,122,At Risk
14633,2011-03-18 17:07:00,1,344.9,267,4,1,2,2,2,2,122,At Risk
13774,2011-09-19 12:06:00,1,345.0,82,3,2,1,1,2,2,212,Hibernating/Lost
17123,2011-07-01 10:47:00,1,345.29999999999995,162,4,1,1,1,2,2,112,Hibernating/Lost
15781,2011-11-14 14:57:00,3,345.46000000000004,26,2,3,3,3,2,2,332,Need Attention
13091,2011-11-11 15:54:00,1,345.82000000000005,29,2,3,1,1,2,2,312,Promising
16423,2011-11-15 09:21:00,1,346.12,25,2,3,1,1,2,2,312,Promising
13649,2011-03-28 11:51:00,2,346.59999999999997,257,4,1,3,3,2,2,132,At Risk
13062,2011-06-01 15:12:00,1,346.97999999999996,192,4,1,1,1,2,2,112,Hibernating/Lost
18127,2011-11-20 14:05:00,3,347.08,20,2,3,3,3,2,2,332,Need Attention
17668,2011-12-08 13:25:00,2,347.75,2,1,4,2,2,2,2,422,Potential Loyalists
15334,2011-07-06 11:22:00,3,347.87,157,4,1,3,3,2,2,132,At Risk
13352,2011-10-10 13:55:00,1,347.98,61,3,2,1,1,2,2,212,Hibernating/Lost
13497,2011-03-02 09:04:00,2,348.05,283,4,1,3,3,2,2,132,At Risk
14379,2011-10-26 16:43:00,2,348.1,45,2,3,2,2,2,2,322,Promising
13052,2011-05-11 14:12:00,1,348.15,213,4,1,1,1,2,2,112,Hibernating/Lost
16159,2011-03-03 12:27:00,1,348.2,282,4,1,2,2,2,2,122,At Risk
12452,2011-11-23 08:05:00,1,348.57000000000005,17,1,4,1,1,2,2,412,Promising
13790,2011-12-05 15:48:00,1,348.79999999999984,5,1,4,1,1,2,2,412,Promising
13919,2011-10-11 14:24:00,2,348.81000000000006,60,3,2,2,2,2,2,222,At Risk
17252,2011-08-15 09:45:00,2,348.90999999999997,117,3,2,2,2,2,2,222,At Risk
13927,2011-09-26 12:00:00,1,348.99,75,3,2,1,1,2,2,212,Hibernating/Lost
15405,2011-06-03 14:44:00,1,349.1,190,4,1,1,1,2,2,112,Hibernating/Lost
18250,2011-02-02 13:16:00,1,349.27,311,4,1,2,2,2,2,122,At Risk
15885,2011-09-07 14:56:00,1,349.35,94,3,2,1,1,2,2,212,Hibernating/Lost
13887,2011-05-19 17:22:00,1,349.55,205,4,1,1,1,2,2,112,Hibernating/Lost
13670,2011-09-25 15:25:00,1,349.7,76,3,2,1,1,2,2,212,Hibernating/Lost
12498,2011-11-18 12:53:00,3,349.7,22,2,3,3,3,2,2,332,Need Attention
15901,2011-11-23 12:43:00,3,349.75,17,1,4,3,3,2,2,432,Potential Loyalists
13108,2010-12-02 10:35:00,1,350.06000000000006,373,4,1,2,2,2,2,122,At Risk
13740,2011-04-13 10:32:00,1,350.75,241,4,1,1,1,2,2,112,Hibernating/Lost
13332,2011-11-25 13:30:00,1,350.9,15,1,4,1,1,2,2,412,Promising
13923,2011-10-17 12:33:00,1,351.13,54,3,2,1,1,2,2,212,Hibernating/Lost
15789,2010-12-16 14:35:00,1,351.3,359,4,1,2,2,2,2,122,At Risk
12582,2011-04-15 08:45:00,2,351.35999999999996,239,4,1,3,3,2,2,132,At Risk
15870,2011-11-07 10:58:00,1,351.4399999999999,33,2,3,1,1,2,2,312,Promising
18112,2011-11-27 14:43:00,2,352.68999999999994,13,1,4,2,2,2,2,422,Potential Loyalists
15678,2011-10-18 09:25:00,1,352.7,53,3,2,1,1,2,2,212,Hibernating/Lost
12617,2011-11-10 14:39:00,1,352.98,30,2,3,1,1,2,2,312,Promising
14804,2011-12-01 11:20:00,1,353.27,9,1,4,1,1,2,2,412,Promising
13210,2011-09-07 08:18:00,1,353.48,94,3,2,1,1,2,2,212,Hibernating/Lost
13173,2011-12-05 15:51:00,2,353.65000000000003,5,1,4,2,2,2,2,422,Potential Loyalists
12845,2011-03-17 13:34:00,4,354.09,268,4,1,3,3,2,2,132,At Risk
12888,2011-05-09 16:02:00,2,354.12,215,4,1,3,3,2,2,132,At Risk
14690,2011-10-26 15:39:00,2,355.05000000000007,45,2,3,2,2,2,2,322,Promising
17742,2011-08-18 15:28:00,2,355.11,114,3,2,2,2,2,2,222,At Risk
15840,2011-10-12 09:08:00,2,355.56,59,3,2,2,2,2,2,222,At Risk
14537,2011-10-13 10:54:00,1,355.56000000000006,58,3,2,1,1,2,2,212,Hibernating/Lost
16372,2011-11-06 13:08:00,2,355.73,34,2,3,2,2,2,2,322,Promising
15247,2011-08-09 12:52:00,1,356.0,123,3,2,1,1,2,2,212,Hibernating/Lost
15713,2011-07-19 13:34:00,2,356.7,144,4,1,2,2,2,2,122,At Risk
14500,2011-09-12 16:45:00,3,356.85,89,3,2,3,3,2,2,232,At Risk
13453,2011-06-27 09:34:00,2,356.98,166,4,1,2,2,2,2,122,At Risk
18040,2011-11-20 14:20:00,2,357.2,20,2,3,2,2,2,2,322,Promising
16971,2011-11-01 15:06:00,1,357.21000000000004,39,2,3,1,1,2,2,312,Promising
17025,2011-10-10 09:06:00,3,357.77000000000004,61,3,2,3,3,2,2,232,At Risk
13976,2011-05-17 09:13:00,1,357.98,207,4,1,1,1,2,2,112,Hibernating/Lost
13228,2011-09-19 14:28:00,1,358.0,82,3,2,1,1,2,2,212,Hibernating/Lost
16823,2011-04-26 15:00:00,1,358.38000000000005,228,4,1,1,1,2,2,112,Hibernating/Lost
17948,2011-07-15 12:58:00,1,358.56,148,4,1,1,1,2,2,112,Hibernating/Lost
15120,2011-07-29 09:48:00,1,358.82,134,3,2,1,1,2,2,212,Hibernating/Lost
13298,2011-12-08 13:11:00,1,360.0,2,1,4,1,1,2,2,412,Promising
13780,2011-12-02 13:49:00,2,360.01,8,1,4,2,2,2,2,422,Potential Loyalists
16595,2011-10-09 13:15:00,1,360.15999999999997,62,3,2,1,1,2,2,212,Hibernating/Lost
17358,2011-02-09 16:57:00,2,360.80999999999995,304,4,1,3,3,2,2,132,At Risk
13291,2011-07-07 10:36:00,1,361.11,156,4,1,1,1,2,2,112,Hibernating/Lost
16305,2011-07-24 12:18:00,1,361.22,139,3,2,1,1,2,2,212,Hibernating/Lost
16769,2011-03-24 13:41:00,1,361.54,261,4,1,2,2,2,2,122,At Risk
13844,2011-11-28 13:21:00,1,361.62,12,1,4,1,1,2,2,412,Promising
15025,2011-11-06 15:20:00,1,361.96,34,2,3,1,1,2,2,312,Promising
16052,2011-10-16 15:13:00,1,362.06,55,3,2,1,1,2,2,212,Hibernating/Lost
16378,2011-04-06 15:07:00,3,362.94999999999993,248,4,1,3,3,2,2,132,At Risk
16903,2011-11-10 15:32:00,1,363.2,30,2,3,1,1,2,2,312,Promising
14594,2011-12-02 13:28:00,2,363.3299999999999,8,1,4,2,2,2,2,422,Potential Loyalists
14427,2011-10-20 14:23:00,2,363.34000000000003,51,2,3,2,2,2,2,322,Promising
18056,2011-02-24 14:27:00,1,363.65,289,4,1,2,2,2,2,122,At Risk
12915,2011-07-14 11:34:00,2,363.65,149,4,1,2,2,2,2,122,At Risk
16485,2011-09-23 15:50:00,1,363.65000000000003,78,3,2,1,1,2,2,212,Hibernating/Lost
16509,2011-02-16 09:25:00,1,363.69999999999993,297,4,1,2,2,2,2,122,At Risk
14171,2011-09-02 16:43:00,1,363.79,99,3,2,1,1,2,2,212,Hibernating/Lost
17330,2011-11-17 08:56:00,2,363.90000000000003,23,2,3,2,2,2,2,322,Promising
12538,2011-11-10 17:16:00,1,363.95,30,2,3,1,1,2,2,312,Promising
14528,2011-11-02 17:09:00,1,364.22,38,2,3,1,1,2,2,312,Promising
15343,2011-09-13 13:55:00,1,364.5,88,3,2,1,1,2,2,212,Hibernating/Lost
15949,2011-11-23 09:09:00,2,364.72,17,1,4,2,2,2,2,422,Potential Loyalists
14886,2011-04-01 08:56:00,1,364.8,253,4,1,2,2,2,2,122,At Risk
16202,2010-12-14 10:43:00,1,365.27,361,4,1,2,2,2,2,122,At Risk
12448,2011-10-26 13:46:00,1,365.45000000000005,45,2,3,1,1,2,2,312,Promising
